numero_processo,data_deposito,data_publicacao_bpi,classe_nice,requerente,marca,status,codigo_status,observacoes,proxima_acao,prazo_limite,data_renuncia
47185/2023,20/01/2023,15/06/2023,30,MARIN TRADING, LIMITADA,AGRI,RENUNCIADO,STATUS_05,,Processo encerrado,,20/05/2023
